deviceid,_c1
354457057096947,547571cf60b262405927230e
354457059142467,547571cf60b262405927230e
354457059226823,547571cf60b262405927230e
354457059239040,547571cf60b262405927230e
354464055637912,5461b39560b211be7788c3be
354473053044534,547571a160b262405927223d
354481065040861,547571cf60b262405927230e
354483060845518,"547571cf60b262405927230e,547571a160b262405927223d"
354483061324554,547571cf60b262405927230e
354483061757183,547571a160b262405927223d
354483061797072,547571cf60b262405927230e
354483061967113,547571ef60b262405927239b
354485062464610,547571cf60b262405927230e
354485062521740,547571a160b262405927223d
354505053360855,547571ef60b262405927239b
354505056234578,547571a160b262405927223d
354505057995854,547571cf60b262405927230e
354505058002866,547571a160b262405927223d
354507050216080,547571cf60b262405927230e
354507051598403,547571a160b262405927223d
354507054689654,547571a160b262405927223d
354507057866630,547571cf60b262405927230e
354510050444140,547571cf60b262405927230e
354510051790376,5461b39560b211be7788c3be
354510053218178,547571a160b262405927223d
354510055298350,547571ef60b262405927239b
354522050187744,5461b39560b211be7788c3be
354522054550434,5461b39560b211be7788c3be
354522055073923,547571cf60b262405927230e
354522056713212,5461b39560b211be7788c3be
354522058393633,547571cf60b262405927230e
354524050296533,5461b39560b211be7788c3be
354537057733639,5461b39560b211be7788c3be
354574060517188,5461b39560b211be7788c3be
354584060591224,547571cf60b262405927230e
354586063352884,5461b39560b211be7788c3be
354590060483403,5461b39560b211be7788c3be
354590806531333,547571cf60b262405927230e
354594060552951,547571cf60b262405927230e
354594060635863,5461b39560b211be7788c3be
354594061418970,547571ef60b262405927239b
354594061762385,547571a160b262405927223d
354594061781088,"547571ef60b262405927239b,547571cf60b262405927230e,547571a160b262405927223d"
354594061869149,547571a160b262405927223d
354595060502425,5461b39560b211be7788c3be
354595060855054,547571cf60b262405927230e
354599060207183,547571cf60b262405927230e
354608060075860,547571a160b262405927223d
354609060010287,547571cf60b262405927230e
354651056125737,5461b39560b211be7788c3be
354653052545504,547571cf60b262405927230e
354654056437482,5461b39560b211be7788c3be
354654058197597,547571cf60b262405927230e
354654059260980,5461b39560b211be7788c3be
354655051804824,547571cf60b262405927230e
354655056409769,547571cf60b262405927230e
354661055155833,547571a160b262405927223d
354661056008171,547571cf60b262405927230e
354666050943240,547571cf60b262405927230e
354666052154291,547571a160b262405927223d
354666056286040,5461b39560b211be7788c3be
354666056300155,547571ef60b262405927239b
354666058175340,547571cf60b262405927230e
354678062763250,"547571ef60b262405927239b,547571a160b262405927223d"
354684061132315,5461b39560b211be7788c3be
354688062183771,547571cf60b262405927230e
354688062556323,547571cf60b262405927230e
354688062758317,547571cf60b262405927230e
354691060054630,547571cf60b262405927230e
354691060459342,547571a160b262405927223d
354691060669007,547571ef60b262405927239b
354691062838998,547571a160b262405927223d
354694061494359,5461b39560b211be7788c3be
354694061944270,547570f360b26f6ceaf8f69e
354694062349701,5465d8b260b265eac9eca048
354694064567649,5461b39560b211be7788c3be
354694065835375,547571cf60b262405927230e
354699050698340,"547571cf60b262405927230e,547571a160b262405927223d"
354705061691719,547571a160b262405927223d
354705061725376,547571a160b262405927223d
354705068386214,547571cf60b262405927230e
354720050258271,5461b39560b211be7788c3be
354720056660413,547571cf60b262405927230e
354720059606520,547571a160b262405927223d
354722056735229,547571cf60b262405927230e
354724060378368,547571cf60b262405927230e
354724060378418,5406b40e60b20f5c5abb512b
354724060839385,547571cf60b262405927230e
354724061419922,547571a160b262405927223d
354724063490319,547571cf60b262405927230e
354724063602046,5461b39560b211be7788c3be
354724064233957,547571a160b262405927223d
354724064544437,5461b39560b211be7788c3be
354724065775535,547571cf60b262405927230e
354724065800929,547571cf60b262405927230e
354724065890284,547571cf60b262405927230e
354724066223683,5461b39560b211be7788c3be
354724066239143,547571a160b262405927223d
354724067431731,5461b39560b211be7788c3be
354724067497666,547571a160b262405927223d
354724068375333,547571cf60b262405927230e
354724068983540,547571a160b262405927223d
354725050226384,547571a160b262405927223d
354727060308558,5461b39560b211be7788c3be
354734060276876,547571a160b262405927223d
354734062754607,547571ef60b262405927239b
354734062845330,547571cf60b262405927230e
354734063137489,547571a160b262405927223d
354734065022978,547571a160b262405927223d
354734065441673,547571cf60b262405927230e
354734065452076,547571a160b262405927223d
354734066865748,"547571cf60b262405927230e,547571a160b262405927223d"
354734067336939,547571ef60b262405927239b
354734068086111,547571a160b262405927223d
354734068333075,547571a160b262405927223d
354734068835301,547571ef60b262405927239b
354734069136386,5461b39560b211be7788c3be
354734069240923,547571a160b262405927223d
354738060344261,547571a160b262405927223d
354738061155542,547571ef60b262405927239b
354738061312010,5461b39560b211be7788c3be
354738061420243,547571a160b262405927223d
354738062667784,5465d8b260b265eac9eca048
354738062733859,547571a160b262405927223d
354739060107443,547571cf60b262405927230e
354739060114688,547571cf60b262405927230e
354739060210783,5461b39560b211be7788c3be
354776060074140,547571cf60b262405927230e
354778050822892,547571cf60b262405927230e
354778050844524,547571a160b262405927223d
354778051801341,547571a160b262405927223d
354781042042876,547571cf60b262405927230e
354783050122046,5461b39560b211be7788c3be
354783050792491,547571cf60b262405927230e
354784051382829,547571cf60b262405927230e
354784051590603,547571a160b262405927223d
354784056668123,547571a160b262405927223d
354784058180176,5461b39560b211be7788c3be
354784058487530,547571ef60b262405927239b
354784058677015,547571a160b262405927223d
354785054247893,547571cf60b262405927230e
354785054529100,547571a160b262405927223d
354785055576159,5406b40e60b20f5c5abb512b
354785059741049,547571a160b262405927223d
354786060688799,547571a160b262405927223d
354786061332249,547571a160b262405927223d
354786061368656,547571a160b262405927223d
354788050077199,5461b39560b211be7788c3be
354792051282105,547571cf60b262405927230e
354792051475592,5461b39560b211be7788c3be
354792054463660,547571a160b262405927223d
354793050364712,547571cf60b262405927230e
354793051548305,547571cf60b262405927230e
354793052517788,5406b40e60b20f5c5abb512b
354793052604933,547571a160b262405927223d
354793054792033,5406b40e60b20f5c5abb512b
354793054792314,5461b39560b211be7788c3be
354793056776315,547571a160b262405927223d
354793057020648,547571a160b262405927223d
354793058766553,547571cf60b262405927230e
354793059053688,547571a160b262405927223d
354793060569755,547571a160b262405927223d
354793061080950,5461b39560b211be7788c3be
354793067272965,547571a160b262405927223d
354795049591313,5461b39560b211be7788c3be
354795052940571,547571cf60b262405927230e
354795053751365,547571cf60b262405927230e
354795054674137,547571a160b262405927223d
354795055470113,547571a160b262405927223d
354795056729277,547571cf60b262405927230e
354795056885335,547571a160b262405927223d
354795057192079,5406b40e60b20f5c5abb512b
354795059077724,5406b41460b21a2299525ff5
354795059686698,547571a160b262405927223d
354795060174882,5461b39560b211be7788c3be
354796061448598,547571a160b262405927223d
354796061687518,547571a160b262405927223d
354796062437665,547571cf60b262405927230e
354796062474817,"547571ef60b262405927239b,547571cf60b262405927230e"
354796062936799,547571a160b262405927223d
354796063088319,547571ef60b262405927239b
354796063786938,547571cf60b262405927230e
354796063856350,547571cf60b262405927230e
354796064338341,547571a160b262405927223d
354796064837938,547571a160b262405927223d
354796064877876,547571a160b262405927223d
354796065001823,"547571cf60b262405927230e,547571a160b262405927223d"
354796065239225,547571a160b262405927223d
354796065386984,547571a160b262405927223d
354802063146204,547571cf60b262405927230e
354805064017506,547571cf60b262405927230e
354815050701203,547571a160b262405927223d
354826050078690,5406b40e60b20f5c5abb512b
354826050216134,5461b39560b211be7788c3be
354826051533941,5406b40e60b20f5c5abb512b
354826051764876,5461b39560b211be7788c3be
354826053534020,547571cf60b262405927230e
354832050271962,547571cf60b262405927230e
354832053328074,547571cf60b262405927230e
354832055624066,547571cf60b262405927230e
354832057561423,547571a160b262405927223d
354833051763643,547571a160b262405927223d
354833052841125,547571ef60b262405927239b
354833055785527,547571ef60b262405927239b
354833057472975,547571a160b262405927223d
354833057484145,5461b39560b211be7788c3be
354843051435886,547571a160b262405927223d
354846050077138,547571a160b262405927223d
354846051059283,5461b39560b211be7788c3be
354846051327524,547571cf60b262405927230e
354850052795812,547571cf60b262405927230e
354853069570301,547571cf60b262405927230e
354855060258257,"547571ef60b262405927239b,547571a160b262405927223d"
354860063105455,"547571ef60b262405927239b,547571a160b262405927223d"
354862061430992,547571cf60b262405927230e
354876060826067,547571cf60b262405927230e
354878060801397,"547571ef60b262405927239b,547571a160b262405927223d"
354878060803302,547571cf60b262405927230e
354886061323105,5461b39560b211be7788c3be
354886061350074,5461b39560b211be7788c3be
354886063988418,5406b41460b21a2299525ff5
354886065550984,547571cf60b262405927230e
354886065783601,5461b39560b211be7788c3be
354886066102033,547571a160b262405927223d
354886066602123,5461b39560b211be7788c3be
354886067022685,547571cf60b262405927230e
354886067115943,5461b39560b211be7788c3be
354886067721567,5461b39560b211be7788c3be
354886069528044,5461b39560b211be7788c3be
354894050853918,547571a160b262405927223d
354897058829251,5461b39560b211be7788c3be
354897061261096,547571a160b262405927223d
354897061356136,547571cf60b262405927230e
354897061663150,547571a160b262405927223d
354897061700796,547571a160b262405927223d
354897061787918,547571ef60b262405927239b
354897062119582,547571ef60b262405927239b
354899063218629,547571a160b262405927223d
354899065369040,547571ef60b262405927239b
354899066485381,5461b39560b211be7788c3be
354899068369823,547571cf60b262405927230e
354900066637169,5461b39560b211be7788c3be
354900069124413,547571cf60b262405927230e
354901050558858,547571a160b262405927223d
354907052065131,547570f360b26f6ceaf8f69e
354907053481261,547571a160b262405927223d
354912054222474,5406b40e60b20f5c5abb512b
354912057684134,5461b39560b211be7788c3be
354913054408402,547571a160b262405927223d
354915057278542,547571ef60b262405927239b
354915059161399,547571a160b262405927223d
354916052135356,547571a160b262405927223d
354916054755896,547571a160b262405927223d
354916057937400,547571cf60b262405927230e
354950065037341,547571a160b262405927223d
354951061912743,547571cf60b262405927230e
354951062477175,547571cf60b262405927230e
354953050071853,"5406b40e60b20f5c5abb512b,5406b41460b21a2299525ff5"
354953050210022,547571a160b262405927223d
354953050434978,547571cf60b262405927230e
354953053914455,5461b39560b211be7788c3be
354953054505252,5461b39560b211be7788c3be
354953055501656,547571cf60b262405927230e
354953055808630,547571a160b262405927223d
354953057247589,5406b40e60b20f5c5abb512b
354953057882427,5461b39560b211be7788c3be
354953058937766,547571a160b262405927223d
354953060397405,547571ef60b262405927239b
354954059637934,547571a160b262405927223d
354960060028245,547571ef60b262405927239b
354980053295155,547571a160b262405927223d
354980054902338,547571a160b262405927223d
354980058386496,5461b39560b211be7788c3be
354983055023781,547571a160b262405927223d
354983055661549,547571cf60b262405927230e
354983056447872,5461b39560b211be7788c3be
354983057911223,547571a160b262405927223d
354983058956003,5461b39560b211be7788c3be
354983059038181,5461b39560b211be7788c3be
354983059052646,547571a160b262405927223d
354983059293786,5461b39560b211be7788c3be
354984052749758,547571a160b262405927223d
354984054564437,547571cf60b262405927230e
354984055954132,547571ef60b262405927239b
354984057044486,547571a160b262405927223d
354986050930777,547571cf60b262405927230e
354987050505676,547571cf60b262405927230e
354987052002698,547571cf60b262405927230e
354987052298924,547571cf60b262405927230e
354987052313475,5461b39560b211be7788c3be
354987052477072,547571a160b262405927223d
354987052499092,547571ef60b262405927239b
354987052778271,547571cf60b262405927230e
354987053006763,547571cf60b262405927230e
354988051687661,5461b39560b211be7788c3be
354988054665540,547571a160b262405927223d
354988055883704,547571cf60b262405927230e
354988059780823,547571a160b262405927223d
354989058903036,5461b39560b211be7788c3be
354989062383308,547571ef60b262405927239b
354991059350639,5461b39560b211be7788c3be
354992052676921,5461b39560b211be7788c3be
354993059238061,547571ef60b262405927239b
354993059949089,547571cf60b262405927230e
354993061041586,547571a160b262405927223d
354994053160806,547571cf60b262405927230e
354994053253007,547571cf60b262405927230e
354994059694618,547571a160b262405927223d
354994059703849,547571a160b262405927223d
354997051798915,547571cf60b262405927230e
354999050563159,5406b40e60b20f5c5abb512b
354999056547057,547571a160b262405927223d
355002050782850,547571a160b262405927223d
355002051503479,547571cf60b262405927230e
355002051553573,547571ef60b262405927239b
355002052442057,547571cf60b262405927230e
355002054213076,547571a160b262405927223d
355002054590622,5461b39560b211be7788c3be
355002056111310,5461b39560b211be7788c3be
355002056169219,547571a160b262405927223d
355002057346329,547571a160b262405927223d
355002058264745,5406b41460b21a2299525ff5
355002058356350,547571a160b262405927223d
355002058848893,547570f360b26f6ceaf8f69e
355002059453883,547571a160b262405927223d
355002059784626,547571cf60b262405927230e
355002059785342,547571cf60b262405927230e
355004051616731,547571a160b262405927223d
355004052094482,547571a160b262405927223d
355004053572924,5461b39560b211be7788c3be
355004057888730,5461b39560b211be7788c3be
355004058417067,547571a160b262405927223d
355004058704910,5461b39560b211be7788c3be
355009057106454,5461b39560b211be7788c3be
355018060248476,5461b39560b211be7788c3be
355022061381567,5461b39560b211be7788c3be
355022068103220,547571cf60b262405927230e
355025060217823,547570f360b26f6ceaf8f69e
355025060243951,547571a160b262405927223d
355025060647698,5461b39560b211be7788c3be
355025060857750,547571cf60b262405927230e
355025061314744,547571ef60b262405927239b
355025062649379,547571cf60b262405927230e
355025063368656,547571a160b262405927223d
355025063453516,547571ef60b262405927239b
355025063608978,547571cf60b262405927230e
355041060018046,547571cf60b262405927230e
355051060651829,547571cf60b262405927230e
355051062173418,547571ef60b262405927239b
355052050698879,5406b41460b21a2299525ff5
355052051763060,547571a160b262405927223d
355056052859876,547571cf60b262405927230e
355056054508059,"5461b39560b211be7788c3be,547571a160b262405927223d"
355056056065298,547571a160b262405927223d
355056057567995,547571cf60b262405927230e
355056057743703,547571ef60b262405927239b
355056058378426,547571cf60b262405927230e
355056058675896,547571cf60b262405927230e
355056059012867,547571ef60b262405927239b
355059061767627,5461b39560b211be7788c3be
355060054497115,547571a160b262405927223d
355066050705807,547571cf60b262405927230e
355066052403567,5406b41460b21a2299525ff5
355067060190162,547571cf60b262405927230e
355070051154072,547571ef60b262405927239b
355070051438574,547571a160b262405927223d
355070052297243,547571cf60b262405927230e
355070052782913,547571ef60b262405927239b
355070055110336,5406b40e60b20f5c5abb512b
355070056309572,547571cf60b262405927230e
355070056508595,547571cf60b262405927230e
355070057021507,547571cf60b262405927230e
355070058105671,"547571ef60b262405927239b,547571cf60b262405927230e,547571a160b262405927223d"
355072051536142,547571a160b262405927223d
355072053946034,547571cf60b262405927230e
355072058149014,547571cf60b262405927230e
355072060442563,547571a160b262405927223d
355072060543709,547571a160b262405927223d
355074053425381,5406b40e60b20f5c5abb512b
355074057857332,"547571ef60b262405927239b,547571cf60b262405927230e,547571a160b262405927223d"
355083060081251,547571cf60b262405927230e
355098060876310,547571cf60b262405927230e
355098060921900,"547571ef60b262405927239b,547571a160b262405927223d"
355098061987843,547571cf60b262405927230e
355101052444061,5406b40e60b20f5c5abb512b
355101054341836,547571ef60b262405927239b
355101059536042,5461b39560b211be7788c3be
355101061801459,547571a160b262405927223d
355101062263162,547571cf60b262405927230e
355101062393241,547571cf60b262405927230e
355101064064824,547571a160b262405927223d
355114051030039,547571a160b262405927223d
355114053110151,547571cf60b262405927230e
355114055033005,547571a160b262405927223d
355133007263619,547571cf60b262405927230e
355133051415404,547571a160b262405927223d
355133068342807,547571a160b262405927223d
355136050423642,547571cf60b262405927230e
355136050498321,547571a160b262405927223d
355136050547457,547571a160b262405927223d
355136055349503,547571ef60b262405927239b
355136056503520,547571cf60b262405927230e
355136057849062,547571cf60b262405927230e
355138040052952,547571a160b262405927223d
355138043850816,547571cf60b262405927230e
355138045536835,547571a160b262405927223d
355139041087658,547571a160b262405927223d
355150050385743,547571a160b262405927223d
355156066481384,547571a160b262405927223d
355156066938649,547571cf60b262405927230e
355164050024541,5461b39560b211be7788c3be
355164050811301,5461b39560b211be7788c3be
355164051307374,5461b39560b211be7788c3be
355164052792533,547571a160b262405927223d
355164053511700,5461b39560b211be7788c3be
355164053552100,547571cf60b262405927230e
355164053645623,547571a160b262405927223d
355164054554964,547571cf60b262405927230e
355164054907840,547571cf60b262405927230e
355164055010644,547571cf60b262405927230e
355164055680677,5461b39560b211be7788c3be
355164056038461,5461b39560b211be7788c3be
355167051843959,547571a160b262405927223d
355167055293649,547571a160b262405927223d
355167055511495,547571cf60b262405927230e
355167055713208,547571a160b262405927223d
355167057242123,5461b39560b211be7788c3be
355167057575126,5461b39560b211be7788c3be
355172050946134,5406b41460b21a2299525ff5
355172051527792,547571a160b262405927223d
355172053023253,547571ef60b262405927239b
355172054853518,5461b39560b211be7788c3be
355172055684847,547571a160b262405927223d
355172056192592,5461b39560b211be7788c3be
355172056565847,5461b39560b211be7788c3be
355173050236419,5461b39560b211be7788c3be
355173050977186,5461b39560b211be7788c3be
355173052976483,547571ef60b262405927239b
355173055874933,"547571ef60b262405927239b,547571cf60b262405927230e,547571a160b262405927223d"
355173056927581,547571a160b262405927223d
355179061949460,547571ef60b262405927239b
355179062711489,547571cf60b262405927230e
355179062880664,547571ef60b262405927239b
355179063989118,547571cf60b262405927230e
355179064041539,547571cf60b262405927230e
355179064449575,547571a160b262405927223d
355179064609525,547571a160b262405927223d
355179064808259,547571a160b262405927223d
355179065063425,5461b39560b211be7788c3be
355179065521521,547571a160b262405927223d
355188061678581,547571a160b262405927223d
355188063395929,547571ef60b262405927239b
355188066846852,547571a160b262405927223d
355188066951850,547571cf60b262405927230e
355188067296123,547571a160b262405927223d
355197060164634,"547571cf60b262405927230e,547571a160b262405927223d"
355197060270043,547571ef60b262405927239b
355197060698771,547571cf60b262405927230e
355197060751604,547571a160b262405927223d
355197060921744,547571cf60b262405927230e
355197061588120,547571ef60b262405927239b
355197061777244,547571a160b262405927223d
355206060076696,547571a160b262405927223d
355206060773243,547571a160b262405927223d
355206061027359,5461b39560b211be7788c3be
355206062077262,"547571ef60b262405927239b,547571a160b262405927223d"
355206062271915,547571cf60b262405927230e
355210060144991,547571a160b262405927223d
355210060849425,5461b39560b211be7788c3be
355210062075342,5406b40e60b20f5c5abb512b
355212981498191,5461b39560b211be7788c3be
355213041204058,547571cf60b262405927230e
355214060084223,547571a160b262405927223d
355214061026124,5461b39560b211be7788c3be
355214064353517,547571a160b262405927223d
355236030302416,547571cf60b262405927230e
355236030929526,547571a160b262405927223d
355251050256023,547571a160b262405927223d
355251050638196,547571a160b262405927223d
355251056083587,547571cf60b262405927230e
355253059106233,547571cf60b262405927230e
355253060280902,547571cf60b262405927230e
355253060469711,547571cf60b262405927230e
355254060216185,5461b39560b211be7788c3be
355254060709940,547571a160b262405927223d
355255051637347,5461b39560b211be7788c3be
355255052524213,547571a160b262405927223d
355255054341913,547571a160b262405927223d
355255056720213,547571cf60b262405927230e
355255057103476,547571a160b262405927223d
355255058109860,547571ef60b262405927239b
355255058354748,5461b39560b211be7788c3be
355255058396004,5461b39560b211be7788c3be
355255058411068,5461b39560b211be7788c3be
355255059206343,547571a160b262405927223d
355255060277101,547571cf60b262405927230e
355256060068581,547571cf60b262405927230e
355257050956504,5461b39560b211be7788c3be
355257051521505,547571cf60b262405927230e
355257053311210,5406b40e60b20f5c5abb512b
355257054329500,547571a160b262405927223d
355257054621492,5461b39560b211be7788c3be
355258052276453,547571a160b262405927223d
355258052768343,547571a160b262405927223d
355258056411338,5461b39560b211be7788c3be
355258059237490,547571ef60b262405927239b
355258059669106,547571cf60b262405927230e
355262061014764,547571cf60b262405927230e
355266040659219,547571cf60b262405927230e
355271055979098,547571a160b262405927223d
355271057398362,5406b40e60b20f5c5abb512b
355273050273964,5461b39560b211be7788c3be
355273050536360,547571cf60b262405927230e
355281060105084,547571ef60b262405927239b
355281060415251,547571a160b262405927223d
355284060217289,547571a160b262405927223d
355287000504906,547571ef60b262405927239b
355296054158634,547571cf60b262405927230e
355299050802817,547571cf60b262405927230e
355299053602818,547571cf60b262405927230e
355301043058539,547571cf60b262405927230e
355301060723114,547571ef60b262405927239b
355301061539774,5461b39560b211be7788c3be
355306066889595,547571a160b262405927223d
355308062045263,547571cf60b262405927230e
355308067616563,547571cf60b262405927230e
355310040767224,547571a160b262405927223d
355310042958862,5461b39560b211be7788c3be
355310044116774,"547571ef60b262405927239b,547571a160b262405927223d"
355310046972117,547571a160b262405927223d
355320060042333,547571cf60b262405927230e
355322060492690,5461b39560b211be7788c3be
355322060641874,547571ef60b262405927239b
355332055502684,547571cf60b262405927230e
355333061832131,547571a160b262405927223d
355341060146643,547571a160b262405927223d
355341061213764,547571cf60b262405927230e
355341062305072,5461b39560b211be7788c3be
355341067920370,5461b39560b211be7788c3be
355342061752603,547571a160b262405927223d
355342061976699,547571cf60b262405927230e
355342062174336,547571cf60b262405927230e
355344050078065,547571cf60b262405927230e
355344050308546,547571cf60b262405927230e
355353050084239,547571cf60b262405927230e
355354050388836,547571cf60b262405927230e
355354061525566,547571cf60b262405927230e
355354062692860,547571a160b262405927223d
355354063197109,547571a160b262405927223d
355355052196358,547571cf60b262405927230e
355355057031774,547571cf60b262405927230e
355357054969691,5461b39560b211be7788c3be
355357055836550,5461b39560b211be7788c3be
355358052036210,547571a160b262405927223d
355358052770693,5406b41460b21a2299525ff5
355361055922691,547570f360b26f6ceaf8f69e
355361056245118,547571cf60b262405927230e
355379060034138,547571cf60b262405927230e
355383051642057,547571cf60b262405927230e
355385050562467,547571cf60b262405927230e
355385050661848,547571cf60b262405927230e
355385053295651,5461b39560b211be7788c3be
355385053354250,547571cf60b262405927230e
355387050303249,547571cf60b262405927230e
355387050525866,547571cf60b262405927230e
355387051648873,547571cf60b262405927230e
355397065193873,547571cf60b262405927230e
355399057018670,547571a160b262405927223d
355399057018688,547571a160b262405927223d
355399057536689,547570f360b26f6ceaf8f69e
355424012897826,547571cf60b262405927230e
355428050207657,547571a160b262405927223d
355428051128670,547571cf60b262405927230e
355428051738338,547571cf60b262405927230e
355428052238080,547571cf60b262405927230e
355429050089111,5461b39560b211be7788c3be
355429050410457,5461b39560b211be7788c3be
355429050994914,5461b39560b211be7788c3be
355429051103044,5461b39560b211be7788c3be
355429051141333,547571ef60b262405927239b
355430050874866,5461b39560b211be7788c3be
355430051005379,"5406b41460b21a2299525ff5,547571a160b262405927223d"
355430051085454,547571a160b262405927223d
355430051531606,547571ef60b262405927239b
355431050087004,547571ef60b262405927239b
355431050155405,5461b39560b211be7788c3be
355431051004099,547571a160b262405927223d
355431051307476,5461b39560b211be7788c3be
355431052045166,5406b40e60b20f5c5abb512b
355431052223987,547571a160b262405927223d
355431053117592,547571a160b262405927223d
355431053692891,"5461b52b60b2b007b940c132,547571a160b262405927223d"
355431054651680,5461b39560b211be7788c3be
355431054775497,547571cf60b262405927230e
355438050209561,547571cf60b262405927230e
355439060391902,5461b39560b211be7788c3be
355439060964013,"547571ef60b262405927239b,547571a160b262405927223d"
355445050216488,547571cf60b262405927230e
355445051748455,547571cf60b262405927230e
355445056083346,5465d8b260b265eac9eca048
355448060273416,547571a160b262405927223d
355449050051606,5461b39560b211be7788c3be
355449051228435,547571cf60b262405927230e
355449053430682,547571a160b262405927223d
355449054110457,5461b39560b211be7788c3be
355449056839111,547571a160b262405927223d
355449057589665,5461b39560b211be7788c3be
355449058979881,"5406b41460b21a2299525ff5,547571a160b262405927223d"
355449059060640,547571cf60b262405927230e
355449059545608,547571a160b262405927223d
355450060797592,547571cf60b262405927230e
355459060780011,547571ef60b262405927239b
355459061442579,547570f360b26f6ceaf8f69e
355459061684618,547571a160b262405927223d
355459062437693,5461b39560b211be7788c3be
355459063374358,5461b39560b211be7788c3be
355459063981897,547571cf60b262405927230e
355459064085219,547570f360b26f6ceaf8f69e
355459064629958,5461b39560b211be7788c3be
355459065677774,5461b39560b211be7788c3be
355459067658475,547571a160b262405927223d
355471056409240,5461b39560b211be7788c3be
355471059639637,5406b40e60b20f5c5abb512b
355473055348809,547571cf60b262405927230e
355473055967103,547571a160b262405927223d
355473058824046,5461b39560b211be7788c3be
355473059450445,547571ef60b262405927239b
355473064305139,547571cf60b262405927230e
355474053910376,547571a160b262405927223d
355477041415226,547571cf60b262405927230e
355477063501606,547571a160b262405927223d
355477063951637,547571a160b262405927223d
355477064316376,547571a160b262405927223d
355477064517379,547571a160b262405927223d
355477065982671,547571a160b262405927223d
355477067679945,547571cf60b262405927230e
355477068718452,547571cf60b262405927230e
355480024674629,547571ef60b262405927239b
355487961561487,547571a160b262405927223d
355536052507195,"547571ef60b262405927239b,547571a160b262405927223d"
355536052985896,547571cf60b262405927230e
355536053273979,547571cf60b262405927230e
355537050479601,547571a160b262405927223d
355537050605312,5461b39560b211be7788c3be
355537051185751,547571a160b262405927223d
355537051597328,547571ef60b262405927239b
355537051739623,5461b39560b211be7788c3be
355537052631944,547571a160b262405927223d
355537052677293,5406b40e60b20f5c5abb512b
355537053094175,5461b39560b211be7788c3be
355537053095370,547571a160b262405927223d
355537053448777,547571ef60b262405927239b
355537053830651,5406b41460b21a2299525ff5
355537053993426,5461b39560b211be7788c3be
355537054014529,5461b39560b211be7788c3be
355537054511466,5461b39560b211be7788c3be
355537055033015,"547571ef60b262405927239b,547571a160b262405927223d"
355537055130720,5461b39560b211be7788c3be
355537055661849,547571a160b262405927223d
355537056221247,"547571ef60b262405927239b,547571a160b262405927223d"
355537056962253,547571cf60b262405927230e
355537057639918,5461b39560b211be7788c3be
355537058013899,547571a160b262405927223d
355537058028442,5461b39560b211be7788c3be
355537058358351,547571cf60b262405927230e
355537058549181,547571ef60b262405927239b
355537058812613,547571cf60b262405927230e
355537059002057,547571a160b262405927223d
355537059033383,"5406b41460b21a2299525ff5,547571a160b262405927223d"
355537059214678,5461b39560b211be7788c3be
355537059597346,547571cf60b262405927230e
355537059623365,547571a160b262405927223d
355537059657975,5461b39560b211be7788c3be
355539052122056,547571cf60b262405927230e
355545064958759,547571cf60b262405927230e
355556056215322,5461b39560b211be7788c3be
355558055064917,547571cf60b262405927230e
355558058232693,547571a160b262405927223d
355558058707876,5461b39560b211be7788c3be
355577054106461,547571a160b262405927223d
355577055570715,5461b39560b211be7788c3be
355577058652155,547571ef60b262405927239b
355578058725678,547571a160b262405927223d
355583060788375,5461b39560b211be7788c3be
355583062223843,547571a160b262405927223d
355589060013037,547571ef60b262405927239b
355590051080225,547571a160b262405927223d
355590059144999,547571ef60b262405927239b
355590061426210,547571a160b262405927223d
355590061866019,547571ef60b262405927239b
355590062277380,"547571cf60b262405927230e,547571a160b262405927223d"
355590063869987,547571a160b262405927223d
355590065119084,547571a160b262405927223d
355593050430904,547571a160b262405927223d
355593051162373,547571cf60b262405927230e
355593052892630,547571a160b262405927223d
355593055070135,"547571ef60b262405927239b,547571a160b262405927223d"
355593060804973,547571cf60b262405927230e
355593061464553,547571cf60b262405927230e
355600053055891,547571cf60b262405927230e
355600054160245,547571cf60b262405927230e
355600061666101,547571cf60b262405927230e
355600065197905,547571a160b262405927223d
355600829578432,547571cf60b262405927230e
355609060238846,547571ef60b262405927239b
355609060383741,547571a160b262405927223d
355609061632443,"5406b41460b21a2299525ff5,547571a160b262405927223d"
355609062085716,547571cf60b262405927230e
355609062318778,547571a160b262405927223d
355609062868103,547571a160b262405927223d
355609063590276,547571ef60b262405927239b
355609065246091,547571a160b262405927223d
355626051674508,547571a160b262405927223d
355626053226935,"547571ef60b262405927239b,547571cf60b262405927230e,547571a160b262405927223d"
355626056174215,547570f360b26f6ceaf8f69e
355626057488499,5461b39560b211be7788c3be
355626057928684,547571ef60b262405927239b
355628063514730,547571a160b262405927223d
355640050122146,547571a160b262405927223d
355642056699812,547571a160b262405927223d
355644052756992,547571a160b262405927223d
355646041013724,5461b39560b211be7788c3be
355646041457285,5461b39560b211be7788c3be
355646042516279,547571cf60b262405927230e
355646042687526,"547571cf60b262405927230e,547571a160b262405927223d"
355646043072751,547571cf60b262405927230e
355646044246586,547571cf60b262405927230e
355646046027711,547571cf60b262405927230e
355650052692558,547571cf60b262405927230e
355658057720654,547571ef60b262405927239b
355666051197977,547571ef60b262405927239b
355666052083523,547571a160b262405927223d
355666056697617,547571a160b262405927223d
355666057381039,547571ef60b262405927239b
355671052675179,547571cf60b262405927230e
355672050419792,5461b39560b211be7788c3be
